0; Bruno Cardoso; azul; 1385471680667
2036; Jos� Carvalho; verde; 1385471680704
2037; Jo�o Delgado; vermelho; 1385471680704
2038; Bruno Delgado; vermelho; 1385471680704
2039; Jo�o Costa; verde; 1385471680704
2040; Miguel Delgado; azul; 1385471680704
2041; Ricardo Carvalho; verde; 1385471680704
2042; Bruno Carvalho; laranja; 1385471680704
2043; Jo�o Costa; azul; 1385471680704
2044; Bruno Delgado; amarelo; 1385471680704
2045; Nick Cardoso; amarelo; 1385471680704
2046; Jo�o Costa; amarelo; 1385471680704
2047; Jo�o Neves; amarelo; 1385471680704
2048; Jos� Cardoso; verde; 1385471680704
2049; Bruno Delgado; laranja; 1385471680704
2050; Jos� Neves; vermelho; 1385471680704
2051; Nick Carvalho; vermelho; 1385471680704
2052; Jos� Cardoso; verde; 1385471680704
2053; Nick Costa; laranja; 1385471680704
2054; Jos� Carvalho; amarelo; 1385471680704
2055; Miguel Neves; azul; 1385471680704
2056; Ricardo Delgado; laranja; 1385471680704
2057; Jos� Neves; verde; 1385471680704
2058; Ricardo Cardoso; laranja; 1385471680704
2059; Nick Carvalho; azul; 1385471680704
2060; Jos� Delgado; azul; 1385471680704
2061; Nick Delgado; amarelo; 1385471680704
2062; Ricardo Costa; verde; 1385471680704
2063; Ricardo Delgado; amarelo; 1385471680704
2064; Miguel Carvalho; laranja; 1385471680704
2065; Jo�o Cardoso; azul; 1385471680704
2066; Bruno Costa; laranja; 1385471680704
2067; Jos� Cardoso; vermelho; 1385471680704
2068; Ricardo Cardoso; laranja; 1385471680704
2069; Miguel Carvalho; verde; 1385471680704
2070; Bruno Cardoso; verde; 1385471680704
2071; Ricardo Delgado; amarelo; 1385471680704
2072; Jo�o Neves; vermelho; 1385471680704
2073; Ricardo Neves; amarelo; 1385471680704
2074; Jos� Delgado; vermelho; 1385471680704
2075; Jos� Neves; amarelo; 1385471680705
2076; Miguel Delgado; vermelho; 1385471680705
2077; Ricardo Cardoso; vermelho; 1385471680705
2078; Ricardo Delgado; amarelo; 1385471680705
2079; Miguel Neves; verde; 1385471680705
2080; Jo�o Delgado; laranja; 1385471680705
2081; Jo�o Cardoso; verde; 1385471680705
2082; Bruno Carvalho; laranja; 1385471680705
2083; Nick Delgado; verde; 1385471680705
2084; Miguel Cardoso; azul; 1385471680705
2085; Jo�o Costa; laranja; 1385471680705
2086; Bruno Cardoso; amarelo; 1385471680705
2087; Jos� Carvalho; vermelho; 1385471680705
2088; Jo�o Cardoso; amarelo; 1385471680705
2089; Jos� Carvalho; azul; 1385471680705
2090; Jos� Delgado; laranja; 1385471680705
2091; Ricardo Carvalho; amarelo; 1385471680705
2092; Miguel Cardoso; amarelo; 1385471680705
2093; Jo�o Delgado; vermelho; 1385471680705
2094; Ricardo Delgado; laranja; 1385471680705
2095; Nick Neves; laranja; 1385471680705
2096; Miguel Neves; verde; 1385471680705
2097; Jo�o Neves; vermelho; 1385471680705
2098; Miguel Delgado; laranja; 1385471680705
2099; Ricardo Carvalho; amarelo; 1385471680705
2100; Ricardo Delgado; amarelo; 1385471680705
2101; Ricardo Carvalho; azul; 1385471680705
2102; Ricardo Delgado; laranja; 1385471680705
2103; Jos� Carvalho; vermelho; 1385471680705
2104; Jo�o Cardoso; azul; 1385471680705
2105; Nick Cardoso; laranja; 1385471680705
2106; Jos� Carvalho; amarelo; 1385471680705
2107; Bruno Neves; vermelho; 1385471680705
2108; Nick Delgado; verde; 1385471680705
2109; Ricardo Cardoso; vermelho; 1385471680705
2110; Bruno Cardoso; amarelo; 1385471680705
2111; Miguel Carvalho; laranja; 1385471680705
2112; Jos� Delgado; laranja; 1385471680705
2113; Miguel Delgado; azul; 1385471680705
2114; Nick Cardoso; amarelo; 1385471680705
2115; Nick Costa; vermelho; 1385471680705
2116; Jo�o Cardoso; verde; 1385471680705
2117; Jos� Carvalho; laranja; 1385471680705
2118; Nick Carvalho; laranja; 1385471680705
2119; Nick Cardoso; verde; 1385471680705
2120; Ricardo Costa; verde; 1385471680705
2121; Nick Neves; amarelo; 1385471680705
2122; Jo�o Cardoso; laranja; 1385471680705
2123; Nick Cardoso; azul; 1385471680705
2124; Jos� Cardoso; verde; 1385471680705
2125; Ricardo Cardoso; amarelo; 1385471680705
2126; Jos� Delgado; verde; 1385471680705
2127; Miguel Cardoso; laranja; 1385471680705
2128; Miguel Carvalho; verde; 1385471680705
2129; Jos� Carvalho; vermelho; 1385471680705
2130; Jo�o Carvalho; vermelho; 1385471680705
2131; Bruno Cardoso; azul; 1385471680705
2132; Jos� Cardoso; vermelho; 1385471680705
2133; Jos� Delgado; verde; 1385471680705
2134; Miguel Costa; vermelho; 1385471680705
2135; Miguel Cardoso; azul; 1385471680705
2136; Bruno Costa; laranja; 1385471680705
2137; Bruno Costa; azul; 1385471680705
2138; Jos� Costa; amarelo; 1385471680705
2139; Jo�o Cardoso; amarelo; 1385471680705
2140; Jos� Carvalho; amarelo; 1385471680705
2141; Miguel Delgado; laranja; 1385471680705
2142; Jos� Carvalho; vermelho; 1385471680705
2143; Ricardo Carvalho; azul; 1385471680705
2144; Jo�o Carvalho; verde; 1385471680705
2145; Ricardo Costa; laranja; 1385471680705
2146; Jos� Cardoso; amarelo; 1385471680705
2147; Ricardo Cardoso; verde; 1385471680705
2148; Miguel Carvalho; amarelo; 1385471680705
2149; Ricardo Delgado; verde; 1385471680705
2150; Miguel Carvalho; amarelo; 1385471680705
2151; Jo�o Costa; laranja; 1385471680705
2152; Miguel Neves; azul; 1385471680705
2153; Nick Neves; laranja; 1385471680705
2154; Nick Carvalho; laranja; 1385471680705
2155; Jos� Costa; vermelho; 1385471680706
2156; Jos� Carvalho; laranja; 1385471680706
2157; Ricardo Carvalho; amarelo; 1385471680706
2158; Jos� Carvalho; laranja; 1385471680706
2159; Nick Neves; verde; 1385471680706
2160; Jo�o Costa; laranja; 1385471680706
2161; Jos� Neves; vermelho; 1385471680706
2162; Jos� Neves; azul; 1385471680706
2163; Ricardo Neves; vermelho; 1385471680706
2164; Nick Carvalho; vermelho; 1385471680706
2165; Nick Costa; azul; 1385471680706
2166; Nick Delgado; verde; 1385471680706
2167; Jos� Cardoso; verde; 1385471680706
2168; Bruno Cardoso; amarelo; 1385471680706
2169; Jo�o Delgado; amarelo; 1385471680706
2170; Bruno Costa; laranja; 1385471680706
2171; Bruno Cardoso; vermelho; 1385471680706
2172; Miguel Delgado; amarelo; 1385471680706
2173; Jos� Cardoso; amarelo; 1385471680706
2174; Nick Costa; laranja; 1385471680706
2175; Jos� Delgado; laranja; 1385471680706
2176; Miguel Costa; azul; 1385471680706
2177; Bruno Cardoso; azul; 1385471680706
2178; Miguel Costa; verde; 1385471680706
2179; Ricardo Cardoso; laranja; 1385471680706
2180; Miguel Cardoso; laranja; 1385471680706
2181; Ricardo Costa; amarelo; 1385471680706
2182; Jos� Neves; azul; 1385471680706
2183; Jos� Delgado; verde; 1385471680706
2184; Ricardo Delgado; verde; 1385471680706
2185; Ricardo Costa; verde; 1385471680706
2186; Jos� Cardoso; amarelo; 1385471680706
2187; Bruno Carvalho; vermelho; 1385471680706
2188; Jos� Costa; verde; 1385471680706
2189; Jos� Delgado; verde; 1385471680706
2190; Miguel Cardoso; vermelho; 1385471680706
2191; Ricardo Carvalho; amarelo; 1385471680706
2192; Ricardo Costa; laranja; 1385471680706
2193; Jo�o Delgado; azul; 1385471680706
2194; Bruno Carvalho; azul; 1385471680706
2195; Bruno Delgado; verde; 1385471680706
2196; Bruno Costa; verde; 1385471680706
2197; Jos� Delgado; amarelo; 1385471680706
2198; Jos� Carvalho; azul; 1385471680706
2199; Miguel Delgado; azul; 1385471680706
2200; Jo�o Neves; laranja; 1385471680706
2201; Bruno Delgado; laranja; 1385471680706
2202; Miguel Costa; laranja; 1385471680706
2203; Jo�o Costa; azul; 1385471680706
2204; Bruno Neves; verde; 1385471680706
2205; Jo�o Cardoso; azul; 1385471680706
2206; Jo�o Carvalho; amarelo; 1385471680706
2207; Miguel Cardoso; laranja; 1385471680706
2208; Miguel Carvalho; verde; 1385471680706
2209; Ricardo Costa; laranja; 1385471680706
2210; Nick Cardoso; laranja; 1385471680706
2211; Jos� Delgado; vermelho; 1385471680706
2212; Miguel Costa; amarelo; 1385471680706
2213; Ricardo Costa; laranja; 1385471680706
2214; Jo�o Cardoso; amarelo; 1385471680706
2215; Bruno Delgado; vermelho; 1385471680706
2216; Miguel Neves; verde; 1385471680706
2217; Ricardo Costa; laranja; 1385471680706
2218; Nick Carvalho; vermelho; 1385471680706
2219; Ricardo Neves; vermelho; 1385471680706
2220; Jos� Neves; azul; 1385471680706
2221; Miguel Costa; verde; 1385471680706
2222; Jo�o Neves; verde; 1385471680706
2223; Ricardo Carvalho; amarelo; 1385471680706
2224; Ricardo Carvalho; azul; 1385471680706
2225; Miguel Cardoso; azul; 1385471680706
2226; Jos� Costa; verde; 1385471680706
2227; Jo�o Delgado; vermelho; 1385471680706
2228; Jo�o Delgado; laranja; 1385471680706
2229; Nick Cardoso; vermelho; 1385471680706
2230; Jo�o Costa; azul; 1385471680706
2231; Ricardo Cardoso; amarelo; 1385471680706
2232; Bruno Neves; amarelo; 1385471680706
2233; Jos� Costa; azul; 1385471680706
2234; Jos� Carvalho; azul; 1385471680706
2235; Miguel Cardoso; verde; 1385471680706
2236; Jos� Carvalho; verde; 1385471680706
2237; Nick Neves; laranja; 1385471680706
2238; Jos� Carvalho; laranja; 1385471680706
2239; Jo�o Costa; amarelo; 1385471680706
2240; Bruno Cardoso; verde; 1385471680706
2241; Bruno Carvalho; vermelho; 1385471680706
2242; Bruno Neves; vermelho; 1385471680706
2243; Jos� Cardoso; azul; 1385471680706
2244; Nick Neves; amarelo; 1385471680706
2245; Bruno Carvalho; verde; 1385471680706
2246; Ricardo Costa; amarelo; 1385471680706
2247; Miguel Delgado; laranja; 1385471680706
2248; Miguel Costa; amarelo; 1385471680706
2249; Jos� Cardoso; amarelo; 1385471680706
2250; Jo�o Cardoso; azul; 1385471680706
2251; Miguel Cardoso; amarelo; 1385471680706
2252; Ricardo Costa; amarelo; 1385471680706
2253; Jo�o Costa; vermelho; 1385471680706
2254; Jo�o Cardoso; laranja; 1385471680706
2255; Jo�o Costa; azul; 1385471680706
2256; Bruno Cardoso; verde; 1385471680706
2257; Miguel Delgado; azul; 1385471680706
2258; Jos� Delgado; azul; 1385471680706
2259; Nick Costa; vermelho; 1385471680706
2260; Miguel Delgado; laranja; 1385471680706
2261; Miguel Costa; verde; 1385471680706
2262; Jo�o Cardoso; azul; 1385471680706
2263; Jos� Costa; amarelo; 1385471680706
2264; Ricardo Delgado; laranja; 1385471680706
2265; Miguel Cardoso; vermelho; 1385471680706
2266; Nick Delgado; laranja; 1385471680706
2267; Miguel Neves; azul; 1385471680706
2268; Bruno Neves; laranja; 1385471680706
2269; Bruno Delgado; amarelo; 1385471680706
2270; Bruno Delgado; verde; 1385471680706
2271; Jo�o Costa; laranja; 1385471680706
2272; Jo�o Carvalho; verde; 1385471680706
2273; Bruno Costa; amarelo; 1385471680706
2274; Nick Neves; laranja; 1385471680706
2275; Miguel Costa; laranja; 1385471680707
2276; Bruno Cardoso; vermelho; 1385471680707
2277; Ricardo Delgado; vermelho; 1385471680707
2278; Ricardo Cardoso; laranja; 1385471680707
2279; Ricardo Carvalho; amarelo; 1385471680707
2280; Ricardo Carvalho; azul; 1385471680707
2281; Jos� Carvalho; vermelho; 1385471680707
2282; Nick Carvalho; azul; 1385471680707
2283; Nick Neves; laranja; 1385471680707
2284; Bruno Carvalho; vermelho; 1385471680707
2285; Jos� Carvalho; azul; 1385471680707
2286; Jos� Neves; laranja; 1385471680707
2287; Ricardo Cardoso; amarelo; 1385471680707
2288; Bruno Delgado; vermelho; 1385471680707
2289; Nick Costa; laranja; 1385471680707
2290; Miguel Costa; vermelho; 1385471680707
2291; Nick Delgado; verde; 1385471680707
2292; Ricardo Neves; amarelo; 1385471680707
2293; Jos� Costa; laranja; 1385471680707
2294; Miguel Neves; laranja; 1385471680707
2295; Bruno Delgado; azul; 1385471680707
2296; Nick Cardoso; vermelho; 1385471680707
2297; Ricardo Carvalho; vermelho; 1385471680707
2298; Jos� Costa; azul; 1385471680707
2299; Miguel Costa; azul; 1385471680707
2300; Ricardo Delgado; azul; 1385471680707
2301; Jo�o Delgado; vermelho; 1385471680707
2302; Miguel Neves; amarelo; 1385471680707
2303; Nick Neves; vermelho; 1385471680707
2304; Jos� Delgado; amarelo; 1385471680707
2305; Nick Delgado; vermelho; 1385471680707
2306; Jos� Costa; laranja; 1385471680707
2307; Jos� Neves; vermelho; 1385471680707
2308; Nick Cardoso; laranja; 1385471680707
2309; Nick Neves; amarelo; 1385471680707
2310; Miguel Cardoso; azul; 1385471680707
2311; Nick Costa; azul; 1385471680707
2312; Bruno Cardoso; verde; 1385471680707
2313; Nick Costa; azul; 1385471680707
2314; Jos� Carvalho; azul; 1385471680707
2315; Miguel Carvalho; verde; 1385471680707
2316; Ricardo Delgado; laranja; 1385471680707
2317; Ricardo Carvalho; laranja; 1385471680707
2318; Miguel Costa; laranja; 1385471680707
2319; Ricardo Delgado; azul; 1385471680707
2320; Ricardo Delgado; verde; 1385471680707
2321; Ricardo Neves; verde; 1385471680707
2322; Bruno Delgado; azul; 1385471680707
2323; Nick Costa; verde; 1385471680707
2324; Jos� Cardoso; amarelo; 1385471680707
2325; Ricardo Cardoso; laranja; 1385471680707
2326; Ricardo Neves; amarelo; 1385471680707
2327; Miguel Neves; verde; 1385471680707
2328; Nick Costa; amarelo; 1385471680707
2329; Jos� Neves; verde; 1385471680707
2330; Ricardo Delgado; verde; 1385471680707
2331; Jo�o Costa; amarelo; 1385471680707
2332; Bruno Cardoso; laranja; 1385471680707
2333; Ricardo Costa; amarelo; 1385471680707
2334; Nick Cardoso; verde; 1385471680707
2335; Jos� Neves; vermelho; 1385471680707
2336; Ricardo Neves; azul; 1385471680707
2337; Nick Costa; vermelho; 1385471680707
2338; Jos� Neves; laranja; 1385471680707
2339; Jos� Cardoso; vermelho; 1385471680707
2340; Jos� Delgado; azul; 1385471680707
2341; Miguel Delgado; laranja; 1385471680707
2342; Nick Delgado; amarelo; 1385471680707
2343; Jo�o Delgado; verde; 1385471680707
2344; Ricardo Costa; amarelo; 1385471680707
2345; Ricardo Delgado; amarelo; 1385471680707
2346; Ricardo Neves; vermelho; 1385471680707
2347; Jo�o Delgado; laranja; 1385471680707
2348; Nick Neves; vermelho; 1385471680707
2349; Nick Neves; amarelo; 1385471680707
2350; Jos� Neves; vermelho; 1385471680707
2351; Miguel Costa; vermelho; 1385471680707
2352; Nick Carvalho; amarelo; 1385471680707
2353; Nick Carvalho; laranja; 1385471680707
2354; Bruno Cardoso; laranja; 1385471680707
2355; Bruno Delgado; laranja; 1385471680707
2356; Miguel Cardoso; vermelho; 1385471680707
2357; Jo�o Neves; vermelho; 1385471680707
2358; Bruno Cardoso; vermelho; 1385471680707
2359; Ricardo Neves; laranja; 1385471680707
2360; Bruno Cardoso; azul; 1385471680707
2361; Ricardo Cardoso; laranja; 1385471680707
2362; Miguel Neves; azul; 1385471680707
2363; Miguel Delgado; laranja; 1385471680708
2364; Nick Cardoso; azul; 1385471680708
2365; Nick Costa; laranja; 1385471680708
2366; Bruno Carvalho; vermelho; 1385471680708
2367; Miguel Carvalho; verde; 1385471680708
2368; Miguel Carvalho; vermelho; 1385471680708
2369; Bruno Costa; laranja; 1385471680708
2370; Miguel Cardoso; laranja; 1385471680708
2371; Miguel Costa; azul; 1385471680708
2372; Nick Neves; amarelo; 1385471680708
2373; Jos� Cardoso; azul; 1385471680708
2374; Miguel Neves; laranja; 1385471680708
2375; Nick Neves; verde; 1385471680708
2376; Jo�o Delgado; amarelo; 1385471680708
2377; Nick Carvalho; laranja; 1385471680708
2378; Jo�o Costa; laranja; 1385471680708
2379; Jos� Delgado; vermelho; 1385471680708
2380; Nick Costa; laranja; 1385471680708
2381; Ricardo Cardoso; laranja; 1385471680708
2382; Ricardo Carvalho; vermelho; 1385471680708
2383; Miguel Carvalho; verde; 1385471680708
2384; Bruno Delgado; amarelo; 1385471680708
2385; Ricardo Delgado; laranja; 1385471680708
2386; Bruno Carvalho; vermelho; 1385471680708
2387; Miguel Neves; laranja; 1385471680708
2388; Nick Cardoso; azul; 1385471680708
2389; Jo�o Costa; amarelo; 1385471680708
2390; Bruno Costa; azul; 1385471680708
2391; Bruno Cardoso; vermelho; 1385471680708
2392; Nick Costa; amarelo; 1385471680708
2393; Ricardo Costa; laranja; 1385471680708
2394; Bruno Costa; vermelho; 1385471680708
2395; Nick Carvalho; laranja; 1385471680708
2396; Nick Carvalho; laranja; 1385471680708
2397; Bruno Neves; laranja; 1385471680708
2398; Nick Cardoso; laranja; 1385471680708
2399; Jo�o Carvalho; azul; 1385471680708
2400; Nick Neves; azul; 1385471680708
2401; Bruno Delgado; amarelo; 1385471680708
2402; Jos� Costa; amarelo; 1385471680708
2403; Miguel Neves; amarelo; 1385471680708
2404; Bruno Carvalho; laranja; 1385471680708
2405; Jo�o Carvalho; verde; 1385471680708
2406; Miguel Costa; laranja; 1385471680708
2407; Bruno Cardoso; azul; 1385471680708
2408; Jo�o Cardoso; verde; 1385471680708
2409; Jo�o Cardoso; amarelo; 1385471680708
2410; Nick Delgado; laranja; 1385471680708
2411; Bruno Delgado; laranja; 1385471680708
2412; Nick Carvalho; vermelho; 1385471680708
2413; Jos� Costa; azul; 1385471680708
2414; Ricardo Cardoso; amarelo; 1385471680708
2415; Nick Neves; vermelho; 1385471680708
2416; Jo�o Delgado; laranja; 1385471680708
2417; Nick Neves; azul; 1385471680708
2418; Bruno Neves; vermelho; 1385471680708
2419; Bruno Cardoso; laranja; 1385471680708
2420; Ricardo Cardoso; verde; 1385471680708
2421; Jos� Neves; azul; 1385471680708
2422; Jos� Neves; vermelho; 1385471680708
2423; Jo�o Delgado; amarelo; 1385471680708
2424; Jo�o Delgado; laranja; 1385471680708
2425; Jos� Neves; azul; 1385471680708
2426; Miguel Delgado; vermelho; 1385471680708
2427; Nick Costa; laranja; 1385471680708
2428; Bruno Carvalho; azul; 1385471680708
2429; Jo�o Costa; laranja; 1385471680708
2430; Jos� Cardoso; laranja; 1385471680708
2431; Ricardo Neves; laranja; 1385471680708
2432; Jos� Neves; verde; 1385471680708
2433; Nick Neves; amarelo; 1385471680708
2434; Bruno Carvalho; amarelo; 1385471680708
2435; Ricardo Delgado; vermelho; 1385471680708
2436; Jo�o Costa; vermelho; 1385471680708
2437; Jo�o Cardoso; azul; 1385471680708
2438; Ricardo Costa; verde; 1385471680708
2439; Jo�o Neves; laranja; 1385471680708
2440; Nick Carvalho; verde; 1385471680708
2441; Ricardo Carvalho; amarelo; 1385471680708
2442; Ricardo Costa; amarelo; 1385471680708
2443; Miguel Costa; amarelo; 1385471680708
2444; Nick Costa; azul; 1385471680708
2445; Jos� Delgado; vermelho; 1385471680708
2446; Jos� Cardoso; vermelho; 1385471680708
2447; Bruno Carvalho; laranja; 1385471680708
2448; Miguel Neves; vermelho; 1385471680708
2449; Jos� Carvalho; azul; 1385471680708
2450; Ricardo Costa; vermelho; 1385471680708
2451; Miguel Delgado; amarelo; 1385471680708
2452; Ricardo Neves; vermelho; 1385471680708
2453; Bruno Cardoso; laranja; 1385471680708
2454; Ricardo Carvalho; laranja; 1385471680708
2455; Ricardo Delgado; azul; 1385471680708
2456; Nick Neves; vermelho; 1385471680708
2457; Bruno Neves; verde; 1385471680708
2458; Jos� Delgado; amarelo; 1385471680708
2459; Miguel Costa; azul; 1385471680708
2460; Ricardo Delgado; amarelo; 1385471680708
2461; Ricardo Delgado; azul; 1385471680708
2462; Bruno Neves; laranja; 1385471680708
2463; Miguel Neves; amarelo; 1385471680708
2464; Jo�o Cardoso; amarelo; 1385471680708
2465; Nick Carvalho; vermelho; 1385471680708
2466; Miguel Costa; laranja; 1385471680708
2467; Jo�o Delgado; verde; 1385471680708
2468; Ricardo Neves; verde; 1385471680708
2469; Miguel Carvalho; vermelho; 1385471680708
2470; Nick Costa; laranja; 1385471680708
2471; Ricardo Delgado; vermelho; 1385471680708
2472; Nick Carvalho; vermelho; 1385471680708
2473; Miguel Delgado; amarelo; 1385471680708
2474; Bruno Neves; azul; 1385471680708
2475; Jos� Carvalho; amarelo; 1385471680708
2476; Jo�o Costa; laranja; 1385471680708
2477; Jo�o Cardoso; azul; 1385471680708
2478; Ricardo Cardoso; verde; 1385471680708
2479; Ricardo Cardoso; azul; 1385471680708
2480; Bruno Cardoso; vermelho; 1385471680708
2481; Nick Cardoso; azul; 1385471680708
2482; Miguel Cardoso; laranja; 1385471680708
2483; Jo�o Delgado; amarelo; 1385471680709
2484; Miguel Cardoso; laranja; 1385471680709
2485; Ricardo Costa; verde; 1385471680709
2486; Jos� Carvalho; azul; 1385471680709
2487; Nick Carvalho; azul; 1385471680709
2488; Ricardo Carvalho; amarelo; 1385471680709
2489; Ricardo Costa; verde; 1385471680709
2490; Bruno Delgado; azul; 1385471680709
2491; Jo�o Neves; vermelho; 1385471680709
2492; Nick Carvalho; laranja; 1385471680709
2493; Miguel Costa; amarelo; 1385471680709
2494; Nick Neves; azul; 1385471680709
2495; Bruno Carvalho; verde; 1385471680709
2496; Miguel Costa; amarelo; 1385471680709
2497; Jos� Carvalho; vermelho; 1385471680709
2498; Nick Costa; laranja; 1385471680709
2499; Jos� Costa; laranja; 1385471680709
2500; Jos� Neves; vermelho; 1385471680709
2501; Ricardo Carvalho; amarelo; 1385471680709
2502; Jos� Costa; verde; 1385471680709
2503; Jos� Cardoso; amarelo; 1385471680709
2504; Jo�o Delgado; verde; 1385471680709
2505; Jo�o Carvalho; vermelho; 1385471680709
2506; Jo�o Cardoso; amarelo; 1385471680709
2507; Jo�o Delgado; verde; 1385471680709
2508; Miguel Delgado; azul; 1385471680709
2509; Miguel Delgado; azul; 1385471680709
2510; Jos� Cardoso; azul; 1385471680709
2511; Jos� Neves; laranja; 1385471680709
2512; Jos� Cardoso; vermelho; 1385471680709
2513; Jos� Carvalho; azul; 1385471680709
2514; Miguel Costa; laranja; 1385471680709
2515; Nick Delgado; laranja; 1385471680709
2516; Jos� Neves; vermelho; 1385471680709
2517; Jos� Cardoso; azul; 1385471680709
2518; Jo�o Costa; amarelo; 1385471680709
2519; Jos� Costa; vermelho; 1385471680709
2520; Jo�o Delgado; vermelho; 1385471680709
2521; Jo�o Carvalho; azul; 1385471680709
2522; Jos� Costa; azul; 1385471680709
2523; Nick Carvalho; laranja; 1385471680709
2524; Jos� Cardoso; verde; 1385471680709
2525; Ricardo Delgado; vermelho; 1385471680709
2526; Jos� Delgado; verde; 1385471680709
2527; Jos� Cardoso; amarelo; 1385471680709
2528; Miguel Neves; vermelho; 1385471680709
2529; Bruno Costa; laranja; 1385471680709
2530; Bruno Cardoso; vermelho; 1385471680709
2531; Jos� Neves; vermelho; 1385471680709
2532; Ricardo Costa; amarelo; 1385471680709
2533; Nick Neves; laranja; 1385471680709
2534; Jos� Carvalho; amarelo; 1385471680709
2535; Jo�o Delgado; amarelo; 1385471680709
2536; Ricardo Carvalho; verde; 1385471680709
2537; Miguel Costa; verde; 1385471680709
2538; Bruno Cardoso; amarelo; 1385471680709
2539; Miguel Neves; verde; 1385471680709
2540; Nick Cardoso; vermelho; 1385471680709
2541; Jo�o Carvalho; vermelho; 1385471680710
2542; Jos� Delgado; amarelo; 1385471680710
2543; Miguel Carvalho; amarelo; 1385471680710
2544; Jos� Delgado; azul; 1385471680710
2545; Ricardo Neves; azul; 1385471680710
2546; Nick Neves; laranja; 1385471680710
2547; Ricardo Delgado; amarelo; 1385471680710
2548; Jos� Costa; vermelho; 1385471680710
2549; Miguel Neves; amarelo; 1385471680710
2550; Bruno Delgado; verde; 1385471680710
2551; Bruno Neves; verde; 1385471680710
2552; Nick Costa; verde; 1385471680710
2553; Nick Carvalho; azul; 1385471680710
2554; Nick Carvalho; laranja; 1385471680710
2555; Nick Carvalho; verde; 1385471680710
2556; Jos� Costa; vermelho; 1385471680710
2557; Ricardo Cardoso; azul; 1385471680710
2558; Bruno Delgado; verde; 1385471680710
2559; Miguel Costa; verde; 1385471680710
2560; Nick Costa; amarelo; 1385471680710
2561; Bruno Carvalho; azul; 1385471680710
2562; Miguel Cardoso; verde; 1385471680710
2563; Bruno Neves; azul; 1385471680710
2564; Ricardo Carvalho; verde; 1385471680710
2565; Miguel Cardoso; azul; 1385471680710
2566; Bruno Neves; verde; 1385471680710
2567; Jo�o Carvalho; azul; 1385471680710
2568; Nick Cardoso; vermelho; 1385471680710
2569; Jo�o Carvalho; verde; 1385471680710
2570; Jo�o Costa; verde; 1385471680710
2571; Nick Delgado; verde; 1385471680710
2572; Jo�o Cardoso; verde; 1385471680710
2573; Nick Costa; verde; 1385471680710
2574; Ricardo Neves; azul; 1385471680710
2575; Miguel Costa; laranja; 1385471680710
2576; Bruno Neves; amarelo; 1385471680710
2577; Nick Costa; verde; 1385471680710
2578; Ricardo Cardoso; verde; 1385471680710
2579; Miguel Carvalho; laranja; 1385471680710
2580; Miguel Delgado; amarelo; 1385471680710
2581; Nick Carvalho; azul; 1385471680710
2582; Nick Carvalho; vermelho; 1385471680710
2583; Bruno Costa; vermelho; 1385471680710
2584; Miguel Neves; vermelho; 1385471680710
2585; Miguel Delgado; amarelo; 1385471680710
2586; Miguel Costa; verde; 1385471680710
2587; Nick Neves; vermelho; 1385471680710
2588; Nick Neves; azul; 1385471680710
2589; Jo�o Carvalho; verde; 1385471680710
2590; Bruno Costa; laranja; 1385471680710
2591; Jo�o Cardoso; azul; 1385471680710
2592; Ricardo Costa; vermelho; 1385471680710
2593; Ricardo Cardoso; laranja; 1385471680710
2594; Miguel Costa; vermelho; 1385471680710
2595; Miguel Carvalho; azul; 1385471680710
2596; Nick Carvalho; amarelo; 1385471680710
2597; Nick Costa; laranja; 1385471680710
2598; Jo�o Cardoso; verde; 1385471680710
2599; Nick Cardoso; azul; 1385471680710
2600; Jos� Delgado; vermelho; 1385471680710
2601; Miguel Neves; vermelho; 1385471680710
2602; Miguel Neves; verde; 1385471680710
2603; Miguel Cardoso; verde; 1385471680710
2604; Jo�o Costa; azul; 1385471680710
2605; Nick Delgado; azul; 1385471680710
2606; Bruno Delgado; amarelo; 1385471680711
2607; Nick Neves; vermelho; 1385471680711
2608; Ricardo Delgado; laranja; 1385471680711
2609; Jo�o Neves; verde; 1385471680711
2610; Ricardo Costa; azul; 1385471680711
2611; Ricardo Carvalho; vermelho; 1385471680711
2612; Ricardo Carvalho; laranja; 1385471680711
2613; Jos� Cardoso; azul; 1385471680711
2614; Ricardo Neves; azul; 1385471680711
2615; Jo�o Carvalho; laranja; 1385471680711
2616; Miguel Carvalho; vermelho; 1385471680711
2617; Jos� Costa; verde; 1385471680711
2618; Nick Delgado; laranja; 1385471680711
2619; Jos� Cardoso; azul; 1385471680711
2620; Nick Neves; amarelo; 1385471680711
2621; Bruno Neves; laranja; 1385471680711
2622; Nick Cardoso; amarelo; 1385471680711
2623; Miguel Delgado; azul; 1385471680711
2624; Nick Neves; verde; 1385471680711
2625; Ricardo Cardoso; amarelo; 1385471680711
2626; Jo�o Neves; laranja; 1385471680711
2627; Bruno Cardoso; verde; 1385471680711
2628; Miguel Delgado; azul; 1385471680711
2629; Ricardo Delgado; amarelo; 1385471680711
2630; Miguel Cardoso; vermelho; 1385471680711
2631; Ricardo Delgado; amarelo; 1385471680711
2632; Bruno Costa; azul; 1385471680711
2633; Jo�o Neves; amarelo; 1385471680711
2634; Miguel Carvalho; verde; 1385471680711
2635; Nick Delgado; vermelho; 1385471680711
2636; Jos� Delgado; azul; 1385471680711
2637; Nick Cardoso; laranja; 1385471680711
2638; Nick Neves; azul; 1385471680711
